GEOID,Geographic Area Name,Total_Number_Households,Median income_Households,Median income (dollars)_White,Median income_Black or African American,Median income_American Indian and Alaska Native,Median income_Asian,Median income_Native Hawaiian and Other Pacific Islander,Median income_Some other race,Median income_Two or more races,Median income_Hispanic or Latino origin (of any race),"Median income_White alone, not Hispanic or Latino",Total_Workers,Total_Workers_Median age (years),Public transportation_popu,"Public transportation_$1 to $9,999 or loss","Public transportation_$10,000 to $14,999","Public transportation_$15,000 to $24,999","Public transportation_$25,000 to $34,999","Public transportation_$35,000 to $49,999","Public transportation_$50,000 to $64,999","Public transportation_$65,000 to $74,999","Public transportation_$75,000 or more",Public transportation_Median earnings (dollars),Public transportation_ whom poverty status is determined,Public transportation_Below 100 percent of the poverty level,Public transportation_100 to 149 percent of the poverty level,Public transportation_At or above 150 percent of the poverty level,Public transportation_Workers 16 years and over who did not work from home,Public transportation_ DEPARTURE TO WORK_12:00 a.m. to 4:59 a.m.,Public transportation _DEPARTURE TO WORK_5:00 a.m. to 5:29 a.m.,Public transportation _DEPARTURE TO WORK_5:30 a.m. to 5:59 a.m.,Public transportation _DEPARTURE TO WORK_6:00 a.m. to 6:29 a.m.,Public transportation _DEPARTURE TO WORK_6:30 a.m. to 6:59 a.m.,Public transportation _DEPARTURE TO WORK_7:00 a.m. to 7:29 a.m.,Public transportation _DEPARTURE TO WORK_7:30 a.m. to 7:59 a.m.,Public transportation _DEPARTURE TO WORK_8:00 a.m. to 8:29 a.m.,Public transportation _DEPARTURE TO WORK_8:30 a.m. to 8:59 a.m.,Public transportation _DEPARTURE TO WORK_9:00 a.m. to 11:59 p.m.,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Less than 10 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!10 to 14 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!15 to 19 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!20 to 24 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!25 to 29 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!30 to 34 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!35 to 44 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!45 to 59 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!60 or more minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Mean travel time to work (minutes)
36047052600,Census Tract 526; Kings County; New York,1806,83152,115977,62254,0,85378,0,0,0,70750,115909,1984,41.5,1057,3,0.9,3.8,5.9,13.5,14.9,11,47,72813,1057,2.8,0,97.2,1057,4.6,1.8,5.7,2.3,6.4,18.4,9.9,13.2,2.6,34.9,0,0,0,1.7,0,12.2,9.1,30.9,46.1,N
36047052700,Census Tract 527; Kings County; New York,2384,61563,131042,0,0,91500,0,46072,54050,47845,126481,3365,34.2,1922,7.6,3.4,14.4,13.3,18,8.6,5.4,29.2,42990,1922,4.4,5.2,90.4,1922,5.5,3.6,0,4.9,6.3,13.1,2.8,21.5,17,25.2,3.2,0,0,11,16.3,17,20.2,15.6,16.7,N
36047052800,Census Tract 528; Kings County; New York,682,120156,135938,0,0,89583,0,0,0,"250,000",127375,927,45.6,339,5,0,7.4,3.8,6.8,8.8,2.1,66.1,96354,339,3.2,6.2,90.6,339,0.9,0,0,0,0,20.6,13,29.8,9.4,26.3,0,0,0,4.1,11.5,5.9,15.6,27.4,35.4,N
36047052900,Census Tract 529; Kings County; New York,910,38690,35734,0,0,0,0,0,0,40649,33516,1219,32.4,524,17.6,13.7,12.2,4.8,23.3,0,0,28.4,35682,524,16.8,17.2,66,524,4.8,0,0,7.8,0,6.7,13.7,5.7,42.2,19.1,0,0,0,23.9,2.5,20,21.9,20.4,11.3,N
36047053000,Census Tract 530; Kings County; New York,1215,68234,69100,74375,0,43750,0,0,0,64965,69025,1611,41.5,693,4.3,7.9,35.6,12.8,13.9,5.3,9.2,10.8,27014,693,3.9,39.2,56.9,693,8.9,2.6,0,15,2.2,6.2,2.3,15.6,3.5,43.7,0,0,2,6.5,0,1.9,17.9,23.2,48.5,N
36047053101,Census Tract 531.01; Kings County; New York,565,19392,18125,0,0,0,0,0,0,0,18125,673,33,153,0,0,0,0,0,9.2,30.7,60.1,100791,153,0,0,100,153,0,0,0,0,0,0,0,39.9,0,60.1,0,0,0,0,0,30.7,0,41.2,28.1,N
36047053102,Census Tract 531.02; Kings County; New York,1136,66487,66185,0,0,0,0,0,0,0,65808,1520,41.2,407,0,3.7,3.7,0,0,52.6,2.2,37.8,64351,407,7.4,7.4,85.3,407,0,0,0,0,15.2,0,0,0,8.4,76.4,0,0,0,6.9,10.8,0,4.7,37.3,40.3,N
36047053200,Census Tract 532; Kings County; New York,896,70816,71148,125865,0,52143,0,0,135417,70694,72097,1043,41.9,441,10.9,14.1,8.8,13.2,9.3,1.4,12.5,29.9,45938,441,10,4.3,85.7,441,0.2,2.5,0,0,2.3,11.1,16.3,26.5,4.1,37,4.1,0,0,1.1,0,12.9,15.6,30.6,35.6,N
36047053300,Census Tract 533; Kings County; New York,1535,27359,27151,0,0,0,0,0,0,0,27487,1493,45.3,223,0,33.6,17.9,6.3,6.3,0,0,35.9,0,223,41.3,0,58.7,223,0,0,0,14.8,0,17,22,13.9,0,32.3,0,0,0,11.2,0,27.4,30.9,27.4,3.1,36.2
36047053400,Census Tract 534; Kings County; New York,1378,58800,55216,0,0,135694,0,45417,0,45417,55216,1705,44.1,793,5.5,2.1,14.8,6.6,16.6,28,4.4,21.9,55168,793,0.9,12.6,86.5,793,1.9,0,0,5.7,19.7,8.4,6.6,9.8,5.5,42.4,0,0,3.5,0,0,11.6,29,34.6,21.3,N
36047053500,Census Tract 535; Kings County; New York,931,27083,24650,0,0,0,0,0,0,0,24801,1165,36.4,353,0,11.6,29.2,24.4,0,9.1,0,25.8,27656,353,26.9,4.5,68.6,353,0,6.8,0,0,25.2,18.1,0,13.3,9.3,27.2,0,0,5.7,0,8.8,16.1,9.3,25.8,34.3,N
36047053700,Census Tract 537; Kings County; New York,770,42143,42143,0,0,0,0,0,0,0,42143,942,36.1,48,0,0,22.9,35.4,0,0,0,41.7,0,48,58.3,0,41.7,48,0,0,0,0,22.9,0,0,41.7,0,35.4,22.9,0,0,0,0,0,35.4,41.7,0,N
36047053800,Census Tract 538; Kings County; New York,2365,67521,61996,34250,0,132941,0,0,150541,69146,60680,2708,39.9,1316,13.2,1.1,11,12.4,20.7,13,3,25.6,48112,1316,10.8,0.5,88.7,1316,1.4,1.6,0,0,6.4,7.1,10.5,46.5,10.5,16,0,0,5.6,3.8,0,24.5,5.7,20.4,40,N
36047053900,Census Tract 539; Kings County; New York,929,32321,31071,0,0,0,0,0,0,29000,32692,818,49.4,219,0,0,27.9,29.7,9.1,5,17.4,11,28914,219,12.3,5.5,82.2,219,0,0,0,8.2,10,7.3,11,9.6,12.3,41.6,0,5.5,0,3.7,0,19.6,0,21.9,49.3,N
36047054200,Census Tract 542; Kings County; New York,1538,60750,66417,0,0,48333,0,16625,103750,0,56250,1521,46.9,626,3.5,7.7,12,7.5,19.3,17.3,12.8,20,48750,626,6.4,0,93.6,626,0,4.5,0,7.8,8.8,18.4,4.6,28.6,8.5,18.8,0,7.2,0,5.1,0,20,13.1,15.7,39,N
36047054300,Census Tract 543; Kings County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36047054400,Census Tract 544; Kings County; New York,1287,70927,71935,0,0,0,0,0,0,66500,71532,1694,50.1,672,0.6,0,4.6,9.7,26.2,3.1,11.3,44.5,71098,672,0,3.1,96.9,672,8.8,5.8,4.9,6,5.8,15.9,4,27.1,4.8,17,0,5.4,0,9.1,5.7,30.2,0,24.9,24.9,N
36047054500,Census Tract 545; Kings County; New York,2507,34091,30903,42872,0,0,0,32544,0,33357,30694,2302,43.3,1122,6.1,6.8,13.5,58.8,2.2,0,6.1,6.4,28743,1122,6.9,25.7,67.5,1122,0,12.7,0,0,5.4,2.2,11.6,19.2,0,48.8,6.7,0,0,0,0,26.6,9,3.3,54.4,N
36047054600,Census Tract 546; Kings County; New York,2006,60725,53405,0,0,63259,0,90098,0,60250,53879,2225,46.5,1117,8.7,3.3,9.8,4.2,17.1,23.5,8.2,25.2,51723,1117,9.3,7.1,83.6,1117,9.3,0,0,14,13.1,17.5,0,15.9,3.9,26.2,4.7,0,0,1.1,1.3,1.6,19.3,16.5,55.5,N
36047054700,Census Tract 547; Kings County; New York,2414,77279,81250,87212,0,52768,0,46722,231414,46222,80705,3011,32.8,1177,9.7,0,10.9,9.9,20.9,6.8,5.2,36.6,47336,1177,4.5,7.6,87.9,1177,3.6,3.6,4.2,3.7,2.5,17.6,0,13.4,8.2,43.3,0,0,8.5,4.9,3.3,11.3,34.1,16.9,21,N
36047054800,Census Tract 548; Kings County; New York,794,83750,98482,0,0,82902,0,160536,0,160536,98482,731,40.3,223,4,0,7.2,24.2,5.4,14.8,1.3,43,59750,223,1.8,24.7,73.5,223,0,0.9,0,4,8.1,14.3,23.3,29.6,0,19.7,0,0,0,2.7,2.2,0,19.7,25.1,50.2,N
36047054900,Census Tract 549; Kings County; New York,1948,163269,169205,0,0,174643,0,133689,0,132744,170455,2994,35.8,1280,2.7,1,4.5,5.2,9.8,10.9,1.7,64.2,109578,1280,0,5.2,94.8,1280,0,1,0,0.6,6.1,6.4,3.4,21.1,29.3,32.1,0,0,0,7.5,0,24.7,38.8,23.7,5.3,N
36047055000,Census Tract 550; Kings County; New York,1476,58409,58864,0,0,65000,0,0,16949,0,58068,1522,45.3,699,9.2,2.4,19.9,17.9,8.3,6.2,5.7,30.5,40375,699,12.9,4.6,82.5,699,0,0,0,5.6,13.2,40.1,11.4,8.3,3.9,17.6,1.4,1.4,1.7,0,2.9,27.8,5,23.7,36.1,N
36047055100,Census Tract 551; Kings County; New York,2799,120841,150345,133924,0,136319,0,0,103846,55212,169539,3589,34.7,1473,1.3,2.1,9.6,4.8,5.7,18.5,11.3,46.6,70165,1473,1.3,5.4,93.3,1473,0,1.3,2.8,8.6,10.9,5.2,12.1,15.7,10.7,32.9,1,0,1.3,6.7,3.9,31,27,11.5,17.7,N
36047055200,Census Tract 552; Kings County; New York,1410,91731,97702,0,0,0,0,0,0,0,95125,1863,48.3,820,5.1,0,5.9,2.6,21.7,29.8,8.4,26.6,56591,820,0,10,90,820,0,0,1.7,16.7,6.7,24,25.4,5.7,5.5,14.3,0,0,1,0,1.7,11.3,10,20.4,55.6,56.7
36047055300,Census Tract 553; Kings County; New York,1440,131016,147944,0,0,136477,0,0,0,64583,146731,2100,32.9,1163,7.3,1.1,9.5,1.8,5.8,9.9,7.1,57.6,91442,1163,9.7,1.5,88.7,1163,1,0,1,0.9,2.7,11.7,4.3,14.1,16.8,47.5,0,1.7,4.6,6.3,19.5,31,24.3,10,2.6,N
36047055400,Census Tract 554; Kings County; New York,1672,70833,66042,0,0,176111,0,0,0,0,65278,1978,43.9,1072,3.2,6,10.9,15.9,11.9,9.3,11.5,31.3,51797,1072,0.7,3.1,96.2,1072,2,5.4,0,0.8,0.6,18.2,7.4,37.1,9,19.5,0.5,0,0,7.5,0,9.1,10.1,25.9,46.9,N
36047055500,Census Tract 555; Kings County; New York,4459,187115,191705,0,0,209231,0,131313,190885,131313,191614,7191,34.4,4296,3,5.4,2.3,5.4,6.3,9.4,5.3,62.8,110824,4296,4.6,0.5,94.9,4296,0.4,0.2,0.9,0,0.8,5.4,10.4,26.7,27.6,27.6,0,0,0.5,3.7,6.4,29.9,34.9,21.3,3.3,N
36047055600,Census Tract 556; Kings County; New York,1346,66048,67273,0,0,61705,0,0,0,76600,65909,1341,43.6,454,7.7,6.2,14.8,9,13.4,2.2,7.7,39,48958,454,7.3,7.9,84.8,454,2.4,7.5,2.4,4.8,11,3.7,6.8,23.1,10.4,27.8,0,0,2.4,0,0,20.7,4.4,21.4,51.1,N
36047055700,Census Tract 557; Kings County; New York,990,117353,142321,0,0,0,0,0,116239,115556,160833,1409,33.4,593,1,4.9,4.6,6.2,9.9,5.2,4.6,63.6,98813,593,2.9,2,95.1,593,1.5,4,0,1,4.9,0.8,6.4,29,23.1,29.2,0,0,3.5,5.1,4.6,41.5,20.9,14.7,9.8,N
36047055800,Census Tract 558; Kings County; New York,957,68994,85109,0,0,63875,0,0,0,94524,68967,1179,42.5,434,6.7,0,9.7,17.3,8.8,12.9,14.5,30.2,58167,434,6.2,9.7,84.1,434,0,4.1,0,3.7,1.8,21.7,2.5,26.5,3,36.6,0,0,4.8,2.1,0,9.7,4.1,32.9,46.3,N
36047056000,Census Tract 560; Kings County; New York,1449,68859,85054,0,0,64948,0,0,0,0,85272,1432,44.8,664,9.9,1.2,15.7,15.4,2.9,24.8,9.3,20.8,55171,664,7.1,0,92.9,664,0,3,2.1,10.4,7.5,15.5,17.5,27.1,8.3,8.6,0,0,6.9,10.8,0,1.7,15.1,26.2,39.3,N
36047056100,Census Tract 561; Kings County; New York,1705,146250,141912,0,0,0,0,134735,154111,133712,142132,2504,34,1303,0.8,3.8,3.1,2.5,12.8,9.1,11.2,56.7,90474,1303,1.9,4.4,93.7,1303,0,4.3,0.8,3.8,0.5,16.7,9.1,21.4,9.1,34.2,0,0,1.3,1.8,3.4,25.8,28.5,25.2,14,N
36047056200,Census Tract 562; Kings County; New York,545,122292,123511,0,0,82625,0,0,0,0,122926,639,43.9,170,6.5,3.5,14.1,9.4,8.8,10,1.2,46.5,63750,170,0,13.5,86.5,170,0,0,0,12.9,0,21.8,9.4,12.4,15.3,28.2,0,0,3.5,0,4.7,7.1,18.8,22.9,42.9,N
36047056301,Census Tract 563.01; Kings County; New York,1957,139760,156964,0,0,0,0,0,0,172936,141524,2719,34.9,1027,7.9,4.4,6.3,5.3,9.9,2.8,7.2,56.2,80245,1027,3.6,5.3,91.1,1027,0,0,0,3.3,0,16.4,21,15.1,17.3,26.9,0,0,0,1.6,10.2,20.4,31.3,19.5,17.1,39.8
36047056302,Census Tract 563.02; Kings County; New York,888,76908,108875,87926,0,0,0,41544,28483,41029,130556,982,35.7,532,3,1.9,15,2.3,25.2,10.9,0,41.7,53103,532,1.9,4.5,93.6,532,0,0,0,0,1.1,13.7,22.2,23.7,9,30.3,0,0,0,0,6.4,24.4,12.4,29.5,27.3,N
36047056400,Census Tract 564; Kings County; New York,1044,84524,91645,41082,0,106964,0,0,21424,137552,90066,1115,41.8,457,4.4,0.9,10.5,10.5,17.9,18.8,5.5,31.5,55446,457,0,2,98,457,1.3,2.4,12.5,7.4,6.6,28,4.4,16.2,5.3,16,0,0,0,1.5,4.6,2,9.8,14.9,67.2,N
36047056500,Census Tract 565; Kings County; New York,1901,113634,117817,0,0,0,0,78505,"250,000",96607,113449,2153,33.9,1120,0,1.1,9.8,2.4,18.2,17,1.9,49.6,72024,1120,0,7.6,92.4,1120,0,3.1,0,2.9,0,16.7,8.8,16.3,15.1,37,0,0,0,1.8,3.9,29.6,34.6,22.4,7.7,N
36047056600,Census Tract 566; Kings County; New York,861,79236,102250,0,0,74250,0,0,0,0,100750,988,49.2,464,5.6,6.9,3.7,11.9,17.7,15.5,6.3,32.5,53167,464,8,3.2,88.8,464,5.2,6.3,0,8.2,1.3,29.5,16.2,26.5,0,6.9,0,0,1.1,7.3,0,0.9,1.1,16.2,73.5,N
36047056800,Census Tract 568; Kings County; New York,553,88661,93571,0,0,69063,0,0,0,0,93571,672,52.3,292,0.7,3.8,12.3,7.2,24,23.3,0.7,28.1,53152,292,5.5,0,94.5,292,6.5,14.4,0,12.3,0.3,26,1.4,5.8,10.3,22.9,0,0,0,0,0,3.4,1.4,14,81.2,78.5
36047056900,Census Tract 569; Kings County; New York,847,155804,169250,0,0,69500,0,0,110208,0,171250,1056,34.9,530,4.2,2.3,4.3,1.5,5.5,8.9,6,67.4,89118,530,3.4,0.6,96,530,0.2,0,0,0,0,2.8,10.2,20.2,17.9,48.7,0,0,0.8,4.2,12.3,18.5,29.4,30,4.9,N
36047057000,Census Tract 570; Kings County; New York,1619,77121,76250,135512,0,111563,0,0,108643,94286,76203,1654,47.2,746,7.2,15.7,9.7,0,29.4,1.9,1.7,34.5,42244,746,10.3,2.7,87,746,1.5,0,5,5.4,6.7,29.2,13.7,22.9,1.6,14.1,0,0,0,0.9,0,21.8,5.8,22.1,49.3,N
36047057100,Census Tract 571; Kings County; New York,1983,135188,114722,0,0,198813,0,0,"250,000",0,124016,2642,34.6,1320,0.1,2.4,4.8,3.9,3,8.9,14.2,62.7,89872,1320,2.5,1.4,96.1,1320,0,1.4,0,5,0,7.1,12,33.4,18.8,22.3,0,0,0,1.5,0,14.8,33.4,36.7,13.6,N
36047057200,Census Tract 572; Kings County; New York,2098,40330,20409,47171,0,37232,0,44167,0,43255,20793,1756,36.8,793,7.3,0,21.7,2.1,33,19.2,6.6,10.1,47596,793,10.8,9.3,79.8,793,13,0,0,11.2,8.1,18.8,6.8,11.3,3.4,27.4,0,0,0,4.5,0,16.5,8.7,20.8,49.4,N
36047057300,Census Tract 573; Kings County; New York,1280,106765,100896,0,0,0,0,0,"250,000",101816,97955,1531,34.8,848,5.8,2.2,2.8,10.1,16.5,16.3,8.5,37.7,57414,848,3.3,1.4,95.3,848,0,0.7,0,0,1.3,12.7,5.1,21.6,14,44.6,0,0,0,1.2,7.2,17.3,26.2,41.5,6.6,N
36047057400,Census Tract 574; Kings County; New York,997,89125,81579,0,0,89900,0,0,0,0,81974,1364,51.7,499,10,7.6,13,9.4,5,7.8,10,37.1,59531,499,4.4,7.6,88,499,0,0,2.2,2.4,17.2,12.8,23.2,13.2,7.4,21.4,0,0,0,6.4,2.4,2.4,6.8,19.8,62.1,N
36047057500,Census Tract 575; Kings County; New York,2343,138750,139871,161002,0,"250,000",0,111250,112973,111109,139310,3386,34.6,1516,4.2,1.4,9.2,5.8,11.7,6.8,13.2,47.8,72148,1516,7.5,3.3,89.2,1516,0,0,1.5,2,4.6,16.4,7.8,15.2,21.3,31.2,0,0,0,5.6,2.6,26.1,24.5,19.9,21.4,N
36047057600,Census Tract 576; Kings County; New York,1012,81711,108438,0,0,59688,0,0,0,0,128125,1425,49.8,687,3.3,1.9,7.3,8.6,18.9,30.7,2.5,26.8,51189,687,2,2.6,95.3,687,1.5,0,0.9,1.5,0,26.8,6.1,30.7,6,26.6,0,6.8,0.9,1.2,3.1,4.1,3.6,15.9,64.5,N
36047057800,Census Tract 578; Kings County; New York,1178,53939,47829,0,0,0,0,0,0,138397,41495,1245,37.1,625,5.1,15.7,6.4,15.7,27.4,12.5,1.9,15.4,36196,625,6.9,0,93.1,625,4,0,1.3,8,0,17.3,3.2,36.8,9.3,20.2,0,0,3.4,0,0,10.1,0.3,32,54.2,N
36047057901,Census Tract 579.01; Kings County; New York,466,140781,131741,0,0,183000,0,140795,0,80583,132076,756,31.1,394,5.8,3.3,2,9.1,7.9,10.9,10.9,50,77500,394,3.8,3.3,92.9,394,0,1.8,0,6.9,2.8,5.6,4.8,25.6,13.5,39.1,0,0.3,0,1.5,12.4,26.1,12.4,26.9,20.3,N
36047057902,Census Tract 579.02; Kings County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36047058000,Census Tract 580; Kings County; New York,1165,36984,34467,109545,0,45543,0,0,33938,37298,33897,1591,35.5,978,12.6,4.9,7.1,11.6,14,1.7,16.2,32,47143,978,4.9,6.4,88.7,978,0,6,0,3.7,0,22.3,3.2,18,7.7,39.2,0,0,0,0,0.8,11.2,15.5,25.5,46.9,N
36047058200,Census Tract 582; Kings County; New York,819,54567,54688,46094,0,0,0,0,0,0,54063,1094,46.1,633,0,7,0,15.5,29.2,18,10.1,20.2,47055,633,0,1.7,98.3,633,0,7.9,7,7,2.2,17.2,3.2,4.7,8.2,42.7,0,0,0,7,0,11.8,7.9,22.4,50.9,N
36047058400,Census Tract 584; Kings County; New York,1350,71944,67071,0,0,114118,0,0,31726,30893,67444,1668,45.1,749,12.6,1.3,3.1,5.5,31.2,11.7,4.5,30,46875,749,8.4,0.9,90.7,749,5.6,3.6,3.5,3.3,3.5,21.8,5.5,30.6,8.1,14.6,0,2.7,2.4,0,4.5,7.2,9.3,15.1,58.7,N
36047058600,Census Tract 586; Kings County; New York,831,79143,0,0,0,79396,0,0,0,0,78750,1132,42.1,507,5.7,7.7,17.8,12.8,6.9,3.9,10.3,34.9,45625,507,0.2,14.4,85.4,507,0,0,3.4,3.7,3.7,15.4,9.3,36.5,5.1,22.9,0,0,2.8,5.7,0,1,12.8,10.1,67.7,N
36047058800,Census Tract 588; Kings County; New York,1414,85074,96484,0,0,111786,0,0,50951,63895,105000,1663,44.7,778,7.3,1.4,10.2,10.4,11.2,12.9,2.7,44,57903,778,1.2,1,97.8,778,7.1,0,0,14.4,4.4,17.5,12.1,26.9,2.6,15.2,0,2.6,0,0,0,5.8,2.6,32.8,56.3,N
36047058901,Census Tract 589.01; Kings County; New York,806,100938,110260,0,0,0,0,0,0,71701,101250,989,36.5,358,0,3.6,8.7,4.5,17.3,7.8,15.6,42.5,69286,358,0,3.9,96.1,358,0,0,3.9,14.8,5.9,4.2,10.9,32.7,1.1,26.5,0,0,0,0.6,0,10.6,22.3,43.6,22.9,N
36047058902,Census Tract 589.02; Kings County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36047059000,Census Tract 590; Kings County; New York,676,72292,79375,0,0,41705,0,95445,70679,89196,77708,721,44.3,451,5.1,19.7,9.8,19.3,14.6,3.3,11.5,16.6,31607,451,10.6,8.2,81.2,451,2.7,13.5,2.7,6.2,18.6,17.5,5.3,18.4,5.1,10,0,0,0,2.4,3.1,6.4,13.1,31.7,43.2,N
36047059100,Census Tract 591; Kings County; New York,1901,130372,134803,0,0,193875,0,0,113981,178393,130169,2509,40.4,1083,4.8,2,9.1,6.8,16.5,10.9,6.8,42.9,64375,1083,4.2,2.8,93.1,1083,2,0.6,0,1.9,8.3,12,17.5,13.3,9.8,34.5,3,0,0,2.4,2.5,16.3,27.1,33.2,15.6,N
36047059200,Census Tract 592; Kings County; New York,1694,54919,48538,0,0,118409,0,0,0,0,49343,1596,48.8,727,5.1,13.5,8.3,7.4,4.5,18.3,21.2,21.7,63019,727,8.3,4.3,87.5,727,0,0,0,22.6,1.7,11.3,22.3,22.8,6.7,12.7,0,0,1.9,1.4,0,4.5,1.4,21.5,69.3,N
36047059300,Census Tract 593; Kings County; New York,968,106389,104571,0,0,0,0,0,0,0,104571,1385,37.2,604,7,1,6.1,12.4,11.8,14.2,10.9,36.6,58828,604,5.3,2,92.7,604,1.2,0,6.8,10.8,1.3,2.2,9.3,23.8,13.1,31.6,0,0,0,0,3.6,11.9,20.9,45,18.5,N
36047059402,Census Tract 594.02; Kings County; New York,2314,77500,89306,0,0,42155,0,0,0,0,89643,2630,49.2,870,5.5,4.8,7.7,6.4,5.7,12.1,4.8,52.9,78068,870,0,2.8,97.2,870,1.1,0,4.6,3.9,3.3,22.3,12.5,33.8,3.4,14.9,0,0,0,1,0.9,5.4,1.1,19,72.5,71.6
36047059403,Census Tract 594.03; Kings County; New York,1083,79148,46250,0,0,121172,0,0,0,0,46250,1359,45,808,5.4,1.7,12.9,17.3,13.6,9.3,1.2,38.5,49048,808,4.5,4.1,91.5,808,1.6,2.7,0,7.4,5.9,33.4,14.2,24.8,0,9.9,0,4.1,0,0,1.6,1.6,0,9.4,83.3,70.4
36047059404,Census Tract 594.04; Kings County; New York,1671,76179,61625,0,0,117917,0,0,0,49038,61200,2176,45.2,955,2.9,2.4,16.6,7,4.3,13.9,13.1,39.7,65592,955,1.9,2.9,95.2,955,2,3.6,0,14.5,18.8,23.7,6.9,12.1,0,18.4,0,1.4,0,3.8,9.6,1.9,11.4,14.7,57.3,N
36047059600,Census Tract 596; Kings County; New York,1239,53212,54375,0,0,28442,0,0,0,0,54375,1109,45.7,369,0.8,0,13.3,32,22,8.1,5.4,18.4,42636,369,0,3.8,96.2,369,0,5.7,3.3,5.1,13,30.6,6.8,32.8,0,2.7,0,0,0,0,10,18.4,3.3,16,52.3,N
36047059800,Census Tract 598; Kings County; New York,1323,80633,81423,0,0,76688,0,0,0,0,81423,1291,45.9,425,5.9,5.4,9.9,23.8,20.7,0,0,34.4,36629,425,0,10.4,89.6,425,1.4,5.6,1.6,1.9,20.2,17.4,5.2,29.6,3.1,13.9,0,0,0,4.7,0,15.8,0,6.1,73.4,N
36047060000,Census Tract 600; Kings County; New York,2645,94482,108365,0,0,118000,0,0,0,232882,94268,3055,47.8,1455,3.2,1.8,6.7,8.9,5.3,39.4,6.5,28.2,58550,1455,1.8,3.6,94.6,1455,0,0,0,9.4,7.7,27.1,10.9,21.5,8,15.3,0,0,2.5,4.3,0,10,11.6,20,51.6,N
36047060600,Census Tract 606; Kings County; New York,1326,94722,93542,0,0,0,0,0,212721,212990,94861,1599,42.7,671,3.3,0,0,11.5,30.3,15.5,3.4,36.1,53343,671,0,0,100,671,0,5.4,0,16.5,4,8,4.6,29.4,2.2,29.8,0,4,0,10.4,0.9,9.7,1,14,59.9,53.9
36047060800,Census Tract 608; Kings County; New York,1680,68349,54205,0,0,68325,0,0,210760,0,54205,1934,37.9,494,12.1,2,6.9,3.2,14.2,18,3.2,40.3,57065,494,7.3,6.9,85.8,494,4,4.5,0,13.4,3,30,10.7,12.8,4.7,17,0,0,1.6,0,1,6.1,14.4,28.5,48.4,N
36047061002,Census Tract 610.02; Kings County; New York,2516,78468,80096,0,0,0,0,0,0,0,80096,2352,51.2,1349,13.9,7.9,2.1,21.1,6.9,4.1,0,44,0,1349,13.8,11.5,74.7,1349,10.8,0,0,2.6,5.6,21.1,27.9,25.9,1,5.1,0,0,0,0,0,5.6,11.3,28.7,54.3,55.5
36047061003,Census Tract 610.03; Kings County; New York,605,49010,52850,0,0,0,0,26359,0,26652,52850,677,36.9,324,14.5,7.1,8.6,20.4,10.8,28.4,4,6.2,34821,324,11.1,6.5,82.4,324,2.5,6.5,0.9,12,4.9,12.3,16.7,17.6,3.7,22.8,0,5.2,0,0,6.5,8.3,7.7,18.2,54,N
36047061004,Census Tract 610.04; Kings County; New York,2814,38137,33574,0,0,82708,0,83690,37481,82649,33548,2290,43.3,916,11.1,0,2.3,15.3,40,7.5,7.2,16.6,39375,916,3.3,16.7,80,916,0,0,0,6.1,18,16.2,10.5,28.4,0,20.9,0,0,3.5,0,3.8,27.1,8.6,12.8,44.2,N
36047061200,Census Tract 612; Kings County; New York,433,148693,149886,0,0,0,0,0,0,0,149602,499,49.5,193,0,0,11.4,7.3,4.1,17.6,6.7,52.8,84219,193,0,3.1,96.9,193,2.6,0,14,9.3,3.1,0,20.2,20.7,7.8,22.3,0,1,9.3,0,0,5.2,2.6,5.2,76.7,N
